Genome	Division	nhr_file	nin_file	nsq_file
Papio_anubis	Vertebrate	<a href='LIRBase_blastdb/Papio_anubis.nhr' target='_blank'>Papio_anubis.nhr</a>	<a href='LIRBase_blastdb/Papio_anubis.nin' target='_blank'>Papio_anubis.nin</a>	<a href='LIRBase_blastdb/Papio_anubis.nsq' target='_blank'>Papio_anubis.nsq</a>
Parambassis_ranga	Vertebrate	<a href='LIRBase_blastdb/Parambassis_ranga.nhr' target='_blank'>Parambassis_ranga.nhr</a>	<a href='LIRBase_blastdb/Parambassis_ranga.nin' target='_blank'>Parambassis_ranga.nin</a>	<a href='LIRBase_blastdb/Parambassis_ranga.nsq' target='_blank'>Parambassis_ranga.nsq</a>
Paramormyrops_kingsleyae	Vertebrate	<a href='LIRBase_blastdb/Paramormyrops_kingsleyae.nhr' target='_blank'>Paramormyrops_kingsleyae.nhr</a>	<a href='LIRBase_blastdb/Paramormyrops_kingsleyae.nin' target='_blank'>Paramormyrops_kingsleyae.nin</a>	<a href='LIRBase_blastdb/Paramormyrops_kingsleyae.nsq' target='_blank'>Paramormyrops_kingsleyae.nsq</a>
Parus_major	Vertebrate	<a href='LIRBase_blastdb/Parus_major.nhr' target='_blank'>Parus_major.nhr</a>	<a href='LIRBase_blastdb/Parus_major.nin' target='_blank'>Parus_major.nin</a>	<a href='LIRBase_blastdb/Parus_major.nsq' target='_blank'>Parus_major.nsq</a>
Pelodiscus_sinensis	Vertebrate	<a href='LIRBase_blastdb/Pelodiscus_sinensis.nhr' target='_blank'>Pelodiscus_sinensis.nhr</a>	<a href='LIRBase_blastdb/Pelodiscus_sinensis.nin' target='_blank'>Pelodiscus_sinensis.nin</a>	<a href='LIRBase_blastdb/Pelodiscus_sinensis.nsq' target='_blank'>Pelodiscus_sinensis.nsq</a>
Periophthalmus_magnuspinnatus	Vertebrate	<a href='LIRBase_blastdb/Periophthalmus_magnuspinnatus.nhr' target='_blank'>Periophthalmus_magnuspinnatus.nhr</a>	<a href='LIRBase_blastdb/Periophthalmus_magnuspinnatus.nin' target='_blank'>Periophthalmus_magnuspinnatus.nin</a>	<a href='LIRBase_blastdb/Periophthalmus_magnuspinnatus.nsq' target='_blank'>Periophthalmus_magnuspinnatus.nsq</a>
Peromyscus_maniculatus_bairdii	Vertebrate	<a href='LIRBase_blastdb/Peromyscus_maniculatus_bairdii.nhr' target='_blank'>Peromyscus_maniculatus_bairdii.nhr</a>	<a href='LIRBase_blastdb/Peromyscus_maniculatus_bairdii.nin' target='_blank'>Peromyscus_maniculatus_bairdii.nin</a>	<a href='LIRBase_blastdb/Peromyscus_maniculatus_bairdii.nsq' target='_blank'>Peromyscus_maniculatus_bairdii.nsq</a>
Petromyzon_marinus	Vertebrate	<a href='LIRBase_blastdb/Petromyzon_marinus.nhr' target='_blank'>Petromyzon_marinus.nhr</a>	<a href='LIRBase_blastdb/Petromyzon_marinus.nin' target='_blank'>Petromyzon_marinus.nin</a>	<a href='LIRBase_blastdb/Petromyzon_marinus.nsq' target='_blank'>Petromyzon_marinus.nsq</a>
Phascolarctos_cinereus	Vertebrate	<a href='LIRBase_blastdb/Phascolarctos_cinereus.nhr' target='_blank'>Phascolarctos_cinereus.nhr</a>	<a href='LIRBase_blastdb/Phascolarctos_cinereus.nin' target='_blank'>Phascolarctos_cinereus.nin</a>	<a href='LIRBase_blastdb/Phascolarctos_cinereus.nsq' target='_blank'>Phascolarctos_cinereus.nsq</a>
Piliocolobus_tephrosceles	Vertebrate	<a href='LIRBase_blastdb/Piliocolobus_tephrosceles.nhr' target='_blank'>Piliocolobus_tephrosceles.nhr</a>	<a href='LIRBase_blastdb/Piliocolobus_tephrosceles.nin' target='_blank'>Piliocolobus_tephrosceles.nin</a>	<a href='LIRBase_blastdb/Piliocolobus_tephrosceles.nsq' target='_blank'>Piliocolobus_tephrosceles.nsq</a>
Poecilia_formosa	Vertebrate	<a href='LIRBase_blastdb/Poecilia_formosa.nhr' target='_blank'>Poecilia_formosa.nhr</a>	<a href='LIRBase_blastdb/Poecilia_formosa.nin' target='_blank'>Poecilia_formosa.nin</a>	<a href='LIRBase_blastdb/Poecilia_formosa.nsq' target='_blank'>Poecilia_formosa.nsq</a>
Poecilia_latipinna	Vertebrate	<a href='LIRBase_blastdb/Poecilia_latipinna.nhr' target='_blank'>Poecilia_latipinna.nhr</a>	<a href='LIRBase_blastdb/Poecilia_latipinna.nin' target='_blank'>Poecilia_latipinna.nin</a>	<a href='LIRBase_blastdb/Poecilia_latipinna.nsq' target='_blank'>Poecilia_latipinna.nsq</a>
Poecilia_mexicana	Vertebrate	<a href='LIRBase_blastdb/Poecilia_mexicana.nhr' target='_blank'>Poecilia_mexicana.nhr</a>	<a href='LIRBase_blastdb/Poecilia_mexicana.nin' target='_blank'>Poecilia_mexicana.nin</a>	<a href='LIRBase_blastdb/Poecilia_mexicana.nsq' target='_blank'>Poecilia_mexicana.nsq</a>
Poecilia_reticulata	Vertebrate	<a href='LIRBase_blastdb/Poecilia_reticulata.nhr' target='_blank'>Poecilia_reticulata.nhr</a>	<a href='LIRBase_blastdb/Poecilia_reticulata.nin' target='_blank'>Poecilia_reticulata.nin</a>	<a href='LIRBase_blastdb/Poecilia_reticulata.nsq' target='_blank'>Poecilia_reticulata.nsq</a>
Pogona_vitticeps	Vertebrate	<a href='LIRBase_blastdb/Pogona_vitticeps.nhr' target='_blank'>Pogona_vitticeps.nhr</a>	<a href='LIRBase_blastdb/Pogona_vitticeps.nin' target='_blank'>Pogona_vitticeps.nin</a>	<a href='LIRBase_blastdb/Pogona_vitticeps.nsq' target='_blank'>Pogona_vitticeps.nsq</a>
Pongo_abelii	Vertebrate	<a href='LIRBase_blastdb/Pongo_abelii.nhr' target='_blank'>Pongo_abelii.nhr</a>	<a href='LIRBase_blastdb/Pongo_abelii.nin' target='_blank'>Pongo_abelii.nin</a>	<a href='LIRBase_blastdb/Pongo_abelii.nsq' target='_blank'>Pongo_abelii.nsq</a>
Procavia_capensis	Vertebrate	<a href='LIRBase_blastdb/Procavia_capensis.nhr' target='_blank'>Procavia_capensis.nhr</a>	<a href='LIRBase_blastdb/Procavia_capensis.nin' target='_blank'>Procavia_capensis.nin</a>	<a href='LIRBase_blastdb/Procavia_capensis.nsq' target='_blank'>Procavia_capensis.nsq</a>
Prolemur_simus	Vertebrate	<a href='LIRBase_blastdb/Prolemur_simus.nhr' target='_blank'>Prolemur_simus.nhr</a>	<a href='LIRBase_blastdb/Prolemur_simus.nin' target='_blank'>Prolemur_simus.nin</a>	<a href='LIRBase_blastdb/Prolemur_simus.nsq' target='_blank'>Prolemur_simus.nsq</a>
Propithecus_coquereli	Vertebrate	<a href='LIRBase_blastdb/Propithecus_coquereli.nhr' target='_blank'>Propithecus_coquereli.nhr</a>	<a href='LIRBase_blastdb/Propithecus_coquereli.nin' target='_blank'>Propithecus_coquereli.nin</a>	<a href='LIRBase_blastdb/Propithecus_coquereli.nsq' target='_blank'>Propithecus_coquereli.nsq</a>
Pteropus_vampyrus	Vertebrate	<a href='LIRBase_blastdb/Pteropus_vampyrus.nhr' target='_blank'>Pteropus_vampyrus.nhr</a>	<a href='LIRBase_blastdb/Pteropus_vampyrus.nin' target='_blank'>Pteropus_vampyrus.nin</a>	<a href='LIRBase_blastdb/Pteropus_vampyrus.nsq' target='_blank'>Pteropus_vampyrus.nsq</a>
Pundamilia_nyererei	Vertebrate	<a href='LIRBase_blastdb/Pundamilia_nyererei.nhr' target='_blank'>Pundamilia_nyererei.nhr</a>	<a href='LIRBase_blastdb/Pundamilia_nyererei.nin' target='_blank'>Pundamilia_nyererei.nin</a>	<a href='LIRBase_blastdb/Pundamilia_nyererei.nsq' target='_blank'>Pundamilia_nyererei.nsq</a>
Pygocentrus_nattereri	Vertebrate	<a href='LIRBase_blastdb/Pygocentrus_nattereri.nhr' target='_blank'>Pygocentrus_nattereri.nhr</a>	<a href='LIRBase_blastdb/Pygocentrus_nattereri.nin' target='_blank'>Pygocentrus_nattereri.nin</a>	<a href='LIRBase_blastdb/Pygocentrus_nattereri.nsq' target='_blank'>Pygocentrus_nattereri.nsq</a>
Rattus_norvegicus	Vertebrate	<a href='LIRBase_blastdb/Rattus_norvegicus.nhr' target='_blank'>Rattus_norvegicus.nhr</a>	<a href='LIRBase_blastdb/Rattus_norvegicus.nin' target='_blank'>Rattus_norvegicus.nin</a>	<a href='LIRBase_blastdb/Rattus_norvegicus.nsq' target='_blank'>Rattus_norvegicus.nsq</a>
Rhinopithecus_bieti	Vertebrate	<a href='LIRBase_blastdb/Rhinopithecus_bieti.nhr' target='_blank'>Rhinopithecus_bieti.nhr</a>	<a href='LIRBase_blastdb/Rhinopithecus_bieti.nin' target='_blank'>Rhinopithecus_bieti.nin</a>	<a href='LIRBase_blastdb/Rhinopithecus_bieti.nsq' target='_blank'>Rhinopithecus_bieti.nsq</a>
Rhinopithecus_roxellana	Vertebrate	<a href='LIRBase_blastdb/Rhinopithecus_roxellana.nhr' target='_blank'>Rhinopithecus_roxellana.nhr</a>	<a href='LIRBase_blastdb/Rhinopithecus_roxellana.nin' target='_blank'>Rhinopithecus_roxellana.nin</a>	<a href='LIRBase_blastdb/Rhinopithecus_roxellana.nsq' target='_blank'>Rhinopithecus_roxellana.nsq</a>
Saimiri_boliviensis_boliviensis	Vertebrate	<a href='LIRBase_blastdb/Saimiri_boliviensis_boliviensis.nhr' target='_blank'>Saimiri_boliviensis_boliviensis.nhr</a>	<a href='LIRBase_blastdb/Saimiri_boliviensis_boliviensis.nin' target='_blank'>Saimiri_boliviensis_boliviensis.nin</a>	<a href='LIRBase_blastdb/Saimiri_boliviensis_boliviensis.nsq' target='_blank'>Saimiri_boliviensis_boliviensis.nsq</a>
Salvator_merianae	Vertebrate	<a href='LIRBase_blastdb/Salvator_merianae.nhr' target='_blank'>Salvator_merianae.nhr</a>	<a href='LIRBase_blastdb/Salvator_merianae.nin' target='_blank'>Salvator_merianae.nin</a>	<a href='LIRBase_blastdb/Salvator_merianae.nsq' target='_blank'>Salvator_merianae.nsq</a>
Sarcophilus_harrisii	Vertebrate	<a href='LIRBase_blastdb/Sarcophilus_harrisii.nhr' target='_blank'>Sarcophilus_harrisii.nhr</a>	<a href='LIRBase_blastdb/Sarcophilus_harrisii.nin' target='_blank'>Sarcophilus_harrisii.nin</a>	<a href='LIRBase_blastdb/Sarcophilus_harrisii.nsq' target='_blank'>Sarcophilus_harrisii.nsq</a>
Scleropages_formosus	Vertebrate	<a href='LIRBase_blastdb/Scleropages_formosus.nhr' target='_blank'>Scleropages_formosus.nhr</a>	<a href='LIRBase_blastdb/Scleropages_formosus.nin' target='_blank'>Scleropages_formosus.nin</a>	<a href='LIRBase_blastdb/Scleropages_formosus.nsq' target='_blank'>Scleropages_formosus.nsq</a>
Scophthalmus_maximus	Vertebrate	<a href='LIRBase_blastdb/Scophthalmus_maximus.nhr' target='_blank'>Scophthalmus_maximus.nhr</a>	<a href='LIRBase_blastdb/Scophthalmus_maximus.nin' target='_blank'>Scophthalmus_maximus.nin</a>	<a href='LIRBase_blastdb/Scophthalmus_maximus.nsq' target='_blank'>Scophthalmus_maximus.nsq</a>
Serinus_canaria	Vertebrate	<a href='LIRBase_blastdb/Serinus_canaria.nhr' target='_blank'>Serinus_canaria.nhr</a>	<a href='LIRBase_blastdb/Serinus_canaria.nin' target='_blank'>Serinus_canaria.nin</a>	<a href='LIRBase_blastdb/Serinus_canaria.nsq' target='_blank'>Serinus_canaria.nsq</a>
Seriola_dumerili	Vertebrate	<a href='LIRBase_blastdb/Seriola_dumerili.nhr' target='_blank'>Seriola_dumerili.nhr</a>	<a href='LIRBase_blastdb/Seriola_dumerili.nin' target='_blank'>Seriola_dumerili.nin</a>	<a href='LIRBase_blastdb/Seriola_dumerili.nsq' target='_blank'>Seriola_dumerili.nsq</a>
Seriola_lalandi_dorsalis	Vertebrate	<a href='LIRBase_blastdb/Seriola_lalandi_dorsalis.nhr' target='_blank'>Seriola_lalandi_dorsalis.nhr</a>	<a href='LIRBase_blastdb/Seriola_lalandi_dorsalis.nin' target='_blank'>Seriola_lalandi_dorsalis.nin</a>	<a href='LIRBase_blastdb/Seriola_lalandi_dorsalis.nsq' target='_blank'>Seriola_lalandi_dorsalis.nsq</a>
Sorex_araneus	Vertebrate	<a href='LIRBase_blastdb/Sorex_araneus.nhr' target='_blank'>Sorex_araneus.nhr</a>	<a href='LIRBase_blastdb/Sorex_araneus.nin' target='_blank'>Sorex_araneus.nin</a>	<a href='LIRBase_blastdb/Sorex_araneus.nsq' target='_blank'>Sorex_araneus.nsq</a>
Spermophilus_dauricus	Vertebrate	<a href='LIRBase_blastdb/Spermophilus_dauricus.nhr' target='_blank'>Spermophilus_dauricus.nhr</a>	<a href='LIRBase_blastdb/Spermophilus_dauricus.nin' target='_blank'>Spermophilus_dauricus.nin</a>	<a href='LIRBase_blastdb/Spermophilus_dauricus.nsq' target='_blank'>Spermophilus_dauricus.nsq</a>
Sphenodon_punctatus	Vertebrate	<a href='LIRBase_blastdb/Sphenodon_punctatus.nhr' target='_blank'>Sphenodon_punctatus.nhr</a>	<a href='LIRBase_blastdb/Sphenodon_punctatus.nin' target='_blank'>Sphenodon_punctatus.nin</a>	<a href='LIRBase_blastdb/Sphenodon_punctatus.nsq' target='_blank'>Sphenodon_punctatus.nsq</a>
Stegastes_partitus	Vertebrate	<a href='LIRBase_blastdb/Stegastes_partitus.nhr' target='_blank'>Stegastes_partitus.nhr</a>	<a href='LIRBase_blastdb/Stegastes_partitus.nin' target='_blank'>Stegastes_partitus.nin</a>	<a href='LIRBase_blastdb/Stegastes_partitus.nsq' target='_blank'>Stegastes_partitus.nsq</a>
Sus_scrofa	Vertebrate	<a href='LIRBase_blastdb/Sus_scrofa.nhr' target='_blank'>Sus_scrofa.nhr</a>	<a href='LIRBase_blastdb/Sus_scrofa.nin' target='_blank'>Sus_scrofa.nin</a>	<a href='LIRBase_blastdb/Sus_scrofa.nsq' target='_blank'>Sus_scrofa.nsq</a>
Taeniopygia_guttata	Vertebrate	<a href='LIRBase_blastdb/Taeniopygia_guttata.nhr' target='_blank'>Taeniopygia_guttata.nhr</a>	<a href='LIRBase_blastdb/Taeniopygia_guttata.nin' target='_blank'>Taeniopygia_guttata.nin</a>	<a href='LIRBase_blastdb/Taeniopygia_guttata.nsq' target='_blank'>Taeniopygia_guttata.nsq</a>
Takifugu_rubripes	Vertebrate	<a href='LIRBase_blastdb/Takifugu_rubripes.nhr' target='_blank'>Takifugu_rubripes.nhr</a>	<a href='LIRBase_blastdb/Takifugu_rubripes.nin' target='_blank'>Takifugu_rubripes.nin</a>	<a href='LIRBase_blastdb/Takifugu_rubripes.nsq' target='_blank'>Takifugu_rubripes.nsq</a>
Tetraodon_nigroviridis	Vertebrate	<a href='LIRBase_blastdb/Tetraodon_nigroviridis.nhr' target='_blank'>Tetraodon_nigroviridis.nhr</a>	<a href='LIRBase_blastdb/Tetraodon_nigroviridis.nin' target='_blank'>Tetraodon_nigroviridis.nin</a>	<a href='LIRBase_blastdb/Tetraodon_nigroviridis.nsq' target='_blank'>Tetraodon_nigroviridis.nsq</a>
Theropithecus_gelada	Vertebrate	<a href='LIRBase_blastdb/Theropithecus_gelada.nhr' target='_blank'>Theropithecus_gelada.nhr</a>	<a href='LIRBase_blastdb/Theropithecus_gelada.nin' target='_blank'>Theropithecus_gelada.nin</a>	<a href='LIRBase_blastdb/Theropithecus_gelada.nsq' target='_blank'>Theropithecus_gelada.nsq</a>
Tupaia_belangeri	Vertebrate	<a href='LIRBase_blastdb/Tupaia_belangeri.nhr' target='_blank'>Tupaia_belangeri.nhr</a>	<a href='LIRBase_blastdb/Tupaia_belangeri.nin' target='_blank'>Tupaia_belangeri.nin</a>	<a href='LIRBase_blastdb/Tupaia_belangeri.nsq' target='_blank'>Tupaia_belangeri.nsq</a>
Tursiops_truncatus	Vertebrate	<a href='LIRBase_blastdb/Tursiops_truncatus.nhr' target='_blank'>Tursiops_truncatus.nhr</a>	<a href='LIRBase_blastdb/Tursiops_truncatus.nin' target='_blank'>Tursiops_truncatus.nin</a>	<a href='LIRBase_blastdb/Tursiops_truncatus.nsq' target='_blank'>Tursiops_truncatus.nsq</a>
Urocitellus_parryii	Vertebrate	<a href='LIRBase_blastdb/Urocitellus_parryii.nhr' target='_blank'>Urocitellus_parryii.nhr</a>	<a href='LIRBase_blastdb/Urocitellus_parryii.nin' target='_blank'>Urocitellus_parryii.nin</a>	<a href='LIRBase_blastdb/Urocitellus_parryii.nsq' target='_blank'>Urocitellus_parryii.nsq</a>
Ursus_americanus	Vertebrate	<a href='LIRBase_blastdb/Ursus_americanus.nhr' target='_blank'>Ursus_americanus.nhr</a>	<a href='LIRBase_blastdb/Ursus_americanus.nin' target='_blank'>Ursus_americanus.nin</a>	<a href='LIRBase_blastdb/Ursus_americanus.nsq' target='_blank'>Ursus_americanus.nsq</a>
Ursus_maritimus	Vertebrate	<a href='LIRBase_blastdb/Ursus_maritimus.nhr' target='_blank'>Ursus_maritimus.nhr</a>	<a href='LIRBase_blastdb/Ursus_maritimus.nin' target='_blank'>Ursus_maritimus.nin</a>	<a href='LIRBase_blastdb/Ursus_maritimus.nsq' target='_blank'>Ursus_maritimus.nsq</a>
Vicugna_pacos	Vertebrate	<a href='LIRBase_blastdb/Vicugna_pacos.nhr' target='_blank'>Vicugna_pacos.nhr</a>	<a href='LIRBase_blastdb/Vicugna_pacos.nin' target='_blank'>Vicugna_pacos.nin</a>	<a href='LIRBase_blastdb/Vicugna_pacos.nsq' target='_blank'>Vicugna_pacos.nsq</a>
Vombatus_ursinus	Vertebrate	<a href='LIRBase_blastdb/Vombatus_ursinus.nhr' target='_blank'>Vombatus_ursinus.nhr</a>	<a href='LIRBase_blastdb/Vombatus_ursinus.nin' target='_blank'>Vombatus_ursinus.nin</a>	<a href='LIRBase_blastdb/Vombatus_ursinus.nsq' target='_blank'>Vombatus_ursinus.nsq</a>
Vulpes_vulpes	Vertebrate	<a href='LIRBase_blastdb/Vulpes_vulpes.nhr' target='_blank'>Vulpes_vulpes.nhr</a>	<a href='LIRBase_blastdb/Vulpes_vulpes.nin' target='_blank'>Vulpes_vulpes.nin</a>	<a href='LIRBase_blastdb/Vulpes_vulpes.nsq' target='_blank'>Vulpes_vulpes.nsq</a>
Xenopus_tropicalis	Vertebrate	<a href='LIRBase_blastdb/Xenopus_tropicalis.nhr' target='_blank'>Xenopus_tropicalis.nhr</a>	<a href='LIRBase_blastdb/Xenopus_tropicalis.nin' target='_blank'>Xenopus_tropicalis.nin</a>	<a href='LIRBase_blastdb/Xenopus_tropicalis.nsq' target='_blank'>Xenopus_tropicalis.nsq</a>
Xiphophorus_couchianus	Vertebrate	<a href='LIRBase_blastdb/Xiphophorus_couchianus.nhr' target='_blank'>Xiphophorus_couchianus.nhr</a>	<a href='LIRBase_blastdb/Xiphophorus_couchianus.nin' target='_blank'>Xiphophorus_couchianus.nin</a>	<a href='LIRBase_blastdb/Xiphophorus_couchianus.nsq' target='_blank'>Xiphophorus_couchianus.nsq</a>
Xiphophorus_maculatus	Vertebrate	<a href='LIRBase_blastdb/Xiphophorus_maculatus.nhr' target='_blank'>Xiphophorus_maculatus.nhr</a>	<a href='LIRBase_blastdb/Xiphophorus_maculatus.nin' target='_blank'>Xiphophorus_maculatus.nin</a>	<a href='LIRBase_blastdb/Xiphophorus_maculatus.nsq' target='_blank'>Xiphophorus_maculatus.nsq</a>
Zonotrichia_albicollis	Vertebrate	<a href='LIRBase_blastdb/Zonotrichia_albicollis.nhr' target='_blank'>Zonotrichia_albicollis.nhr</a>	<a href='LIRBase_blastdb/Zonotrichia_albicollis.nin' target='_blank'>Zonotrichia_albicollis.nin</a>	<a href='LIRBase_blastdb/Zonotrichia_albicollis.nsq' target='_blank'>Zonotrichia_albicollis.nsq</a>
